store_id,week,post,treated,store_size,urban,weekly_sales
0,0,0,0,1076.1792699386078,0,6758.91
0,1,0,0,1076.1792699386078,0,6988.67
0,2,0,0,1076.1792699386078,0,6857.43
0,3,0,0,1076.1792699386078,0,7290.47
0,4,0,0,1076.1792699386078,0,7612.71
0,5,0,0,1076.1792699386078,0,6954.45
0,6,1,0,1076.1792699386078,0,7069.06
0,7,1,0,1076.1792699386078,0,7345.1
0,8,1,0,1076.1792699386078,0,7687.75
0,9,1,0,1076.1792699386078,0,7104.38
0,10,1,0,1076.1792699386078,0,7468.09
0,11,1,0,1076.1792699386078,0,7853.99
1,0,0,1,740.0039734398761,0,5708.62
1,1,0,1,740.0039734398761,0,5830.18
1,2,0,1,740.0039734398761,0,6058.82
1,3,0,1,740.0039734398761,0,6077.48
1,4,0,1,740.0039734398761,0,6410.78
1,5,0,1,740.0039734398761,0,6325.18
1,6,1,1,740.0039734398761,0,6771.52
1,7,1,1,740.0039734398761,0,7315.4
1,8,1,1,740.0039734398761,0,7114.95
1,9,1,1,740.0039734398761,0,7562.39
1,10,1,1,740.0039734398761,0,7183.94
1,11,1,1,740.0039734398761,0,7221.96
2,0,0,1,1187.6127989516144,0,7444.36
2,1,0,1,1187.6127989516144,0,7533.16
2,2,0,1,1187.6127989516144,0,7503.9
2,3,0,1,1187.6127989516144,0,7074.48
2,4,0,1,1187.6127989516144,0,7603.68
2,5,0,1,1187.6127989516144,0,7297.77
2,6,1,1,1187.6127989516144,0,8467.08
2,7,1,1,1187.6127989516144,0,8142.09
2,8,1,1,1187.6127989516144,0,8593.51
2,9,1,1,1187.6127989516144,0,8357.86
2,10,1,1,1187.6127989516144,0,8293.14
2,11,1,1,1187.6127989516144,0,8772.36
3,0,0,1,1235.1411790978034,1,8111.56
3,1,0,1,1235.1411790978034,1,7963.32
3,2,0,1,1235.1411790978034,1,8457.65
3,3,0,1,1235.1411790978034,1,8081.45
3,4,0,1,1235.1411790978034,1,8225.46
3,5,0,1,1235.1411790978034,1,8317.56
3,6,1,1,1235.1411790978034,1,9012.07
3,7,1,1,1235.1411790978034,1,9292.05
3,8,1,1,1235.1411790978034,1,9111.04
3,9,1,1,1235.1411790978034,1,9177.83
3,10,1,1,1235.1411790978034,1,9608.18
3,11,1,1,1235.1411790978034,1,9119.47
4,0,0,0,512.2412028365409,0,4903.46
4,1,0,0,512.2412028365409,0,5828.68
4,2,0,0,512.2412028365409,0,6075.13
4,3,0,0,512.2412028365409,0,5465.12
4,4,0,0,512.2412028365409,0,5168.17
4,5,0,0,512.2412028365409,0,5565.97
4,6,1,0,512.2412028365409,0,5611.31
4,7,1,0,512.2412028365409,0,5672.49
4,8,1,0,512.2412028365409,0,5509.33
4,9,1,0,512.2412028365409,0,5921.78
4,10,1,0,512.2412028365409,0,5949.67
4,11,1,0,512.2412028365409,0,5545.51
5,0,0,1,674.4551232844206,0,6042.3
5,1,0,1,674.4551232844206,0,6380.07
5,2,0,1,674.4551232844206,0,6006.31
5,3,0,1,674.4551232844206,0,5934.26
5,4,0,1,674.4551232844206,0,6017.23
5,5,0,1,674.4551232844206,0,6223.83
5,6,1,1,674.4551232844206,0,6597.73
5,7,1,1,674.4551232844206,0,7054.64
5,8,1,1,674.4551232844206,0,6972.57
5,9,1,1,674.4551232844206,0,7505.0
5,10,1,1,674.4551232844206,0,7100.16
5,11,1,1,674.4551232844206,0,7545.41
6,0,0,1,1031.9601007918213,1,7246.67
6,1,0,1,1031.9601007918213,1,7658.69
6,2,0,1,1031.9601007918213,1,7639.76
6,3,0,1,1031.9601007918213,1,7418.3
6,4,0,1,1031.9601007918213,1,7688.52
6,5,0,1,1031.9601007918213,1,7956.24
6,6,1,1,1031.9601007918213,1,8508.25
6,7,1,1,1031.9601007918213,1,8247.26
6,8,1,1,1031.9601007918213,1,8655.62
6,9,1,1,1031.9601007918213,1,8500.96
6,10,1,1,1031.9601007918213,1,8664.17
6,11,1,1,1031.9601007918213,1,8761.54
7,0,0,1,920.9393519141045,1,6803.39
7,1,0,1,920.9393519141045,1,6863.19
7,2,0,1,920.9393519141045,1,7364.68
7,3,0,1,920.9393519141045,1,7183.63
7,4,0,1,920.9393519141045,1,6774.39
7,5,0,1,920.9393519141045,1,7551.3
7,6,1,1,920.9393519141045,1,8328.55
7,7,1,1,920.9393519141045,1,8151.58
7,8,1,1,920.9393519141045,1,8058.93
7,9,1,1,920.9393519141045,1,8572.51
7,10,1,1,920.9393519141045,1,8505.49
7,11,1,1,920.9393519141045,1,8992.8
8,0,0,0,995.7997106239278,0,6880.68
8,1,0,0,995.7997106239278,0,6913.53
8,2,0,0,995.7997106239278,0,6831.52
8,3,0,0,995.7997106239278,0,7087.93
8,4,0,0,995.7997106239278,0,7085.76
8,5,0,0,995.7997106239278,0,7263.62
8,6,1,0,995.7997106239278,0,6913.55
8,7,1,0,995.7997106239278,0,6972.45
8,8,1,0,995.7997106239278,0,7002.84
8,9,1,0,995.7997106239278,0,7322.22
8,10,1,0,995.7997106239278,0,7517.88
8,11,1,0,995.7997106239278,0,7127.29
9,0,0,0,786.739018106605,1,6709.42
9,1,0,0,786.739018106605,1,6911.97
9,2,0,0,786.739018106605,1,6828.8
9,3,0,0,786.739018106605,1,7132.32
9,4,0,0,786.739018106605,1,6467.48
9,5,0,0,786.739018106605,1,6820.99
9,6,1,0,786.739018106605,1,6870.74
9,7,1,0,786.739018106605,1,6572.39
9,8,1,0,786.739018106605,1,6910.87
9,9,1,0,786.739018106605,1,6961.53
9,10,1,0,786.739018106605,1,7158.63
9,11,1,0,786.739018106605,1,7487.72
10,0,0,1,1219.849493715707,1,7961.67
10,1,0,1,1219.849493715707,1,7828.8
10,2,0,1,1219.849493715707,1,8083.05
10,3,0,1,1219.849493715707,1,8366.4
10,4,0,1,1219.849493715707,1,7960.87
10,5,0,1,1219.849493715707,1,8015.25
10,6,1,1,1219.849493715707,1,9228.46
10,7,1,1,1219.849493715707,1,9096.84
10,8,1,1,1219.849493715707,1,9328.03
10,9,1,1,1219.849493715707,1,9222.58
10,10,1,1,1219.849493715707,1,9419.94
10,11,1,1,1219.849493715707,1,9077.86
11,0,0,1,1194.447983857237,1,7941.8
11,1,0,1,1194.447983857237,1,7938.1
11,2,0,1,1194.447983857237,1,7756.96
11,3,0,1,1194.447983857237,1,7720.49
11,4,0,1,1194.447983857237,1,8255.32
11,5,0,1,1194.447983857237,1,8067.24
11,6,1,1,1194.447983857237,1,8809.55
11,7,1,1,1194.447983857237,1,9053.29
11,8,1,1,1194.447983857237,1,9362.62
11,9,1,1,1194.447983857237,1,8652.69
11,10,1,1,1194.447983857237,1,8865.19
11,11,1,1,1194.447983857237,1,9031.42
12,0,0,0,1016.507674390304,0,7167.68
12,1,0,0,1016.507674390304,0,6948.39
12,2,0,0,1016.507674390304,0,7095.03
12,3,0,0,1016.507674390304,0,6715.39
12,4,0,0,1016.507674390304,0,6759.92
12,5,0,0,1016.507674390304,0,7144.74
12,6,1,0,1016.507674390304,0,7099.04
12,7,1,0,1016.507674390304,0,7246.94
12,8,1,0,1016.507674390304,0,7124.93
12,9,1,0,1016.507674390304,0,7267.41
12,10,1,0,1016.507674390304,0,7281.01
12,11,1,0,1016.507674390304,0,7457.33
13,0,0,0,1281.8103017420083,0,7766.61
13,1,0,0,1281.8103017420083,0,7272.7
13,2,0,0,1281.8103017420083,0,7174.67
13,3,0,0,1281.8103017420083,0,7929.45
13,4,0,0,1281.8103017420083,0,8010.37
13,5,0,0,1281.8103017420083,0,7564.53
13,6,1,0,1281.8103017420083,0,7419.91
13,7,1,0,1281.8103017420083,0,7890.86
13,8,1,0,1281.8103017420083,0,8113.85
13,9,1,0,1281.8103017420083,0,8344.54
13,10,1,0,1281.8103017420083,0,8102.65
13,11,1,0,1281.8103017420083,0,7947.29
14,0,0,1,1116.8773355630115,1,7530.77
14,1,0,1,1116.8773355630115,1,7769.78
14,2,0,1,1116.8773355630115,1,7741.42
14,3,0,1,1116.8773355630115,1,7623.94
14,4,0,1,1116.8773355630115,1,8337.98
14,5,0,1,1116.8773355630115,1,8319.99
14,6,1,1,1116.8773355630115,1,9067.19
14,7,1,1,1116.8773355630115,1,8654.67
14,8,1,1,1116.8773355630115,1,9085.36
14,9,1,1,1116.8773355630115,1,9077.97
14,10,1,1,1116.8773355630115,1,9074.62
14,11,1,1,1116.8773355630115,1,9292.18
15,0,0,1,785.1768842791904,0,6338.28
15,1,0,1,785.1768842791904,0,6401.3
15,2,0,1,785.1768842791904,0,6418.61
15,3,0,1,785.1768842791904,0,6393.47
15,4,0,1,785.1768842791904,0,5966.1
15,5,0,1,785.1768842791904,0,6416.89
15,6,1,1,785.1768842791904,0,7166.13
15,7,1,1,785.1768842791904,0,7046.93
15,8,1,1,785.1768842791904,0,7738.49
15,9,1,1,785.1768842791904,0,7788.87
15,10,1,1,785.1768842791904,0,7747.52
15,11,1,1,785.1768842791904,0,7544.64
16,0,0,0,1092.1876960206248,0,7355.26
16,1,0,0,1092.1876960206248,0,7100.78
16,2,0,0,1092.1876960206248,0,7182.74
16,3,0,0,1092.1876960206248,0,6937.56
16,4,0,0,1092.1876960206248,0,7305.46
16,5,0,0,1092.1876960206248,0,7271.41
16,6,1,0,1092.1876960206248,0,7011.54
16,7,1,0,1092.1876960206248,0,7326.86
16,8,1,0,1092.1876960206248,0,7360.59
16,9,1,0,1092.1876960206248,0,7813.59
